app_id,title,rating,rating_score,genres,metacritic_score
1060160,Not Dead Yet,Mostly Positive,66.33,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",0
1281890,Defective Holiday,Mostly Positive,66.27,Indie,0
1392700,AGOS - A Game Of Space,Mixed,58.41,"Adventure,Simulation",0
1389630,High Entropy: Challenges,Overwhelmingly Positive,89.9,"Action,Adventure,Free to Play,Indie",0
1380760,Color Crush 2,Mixed,47.22,"Casual,Indie",0
865250,Phase Shift,Mixed,66.01,"Casual,Indie,Simulation,Early Access",0
1371050,Illness in the East,Positive,75.1,"Adventure,Indie,RPG",0
1356160,Andromeda One Zombies,Mixed,45.53,"Action,Free to Play,RPG",0
1329800,We Surround You,Positive,75.1,"Action,Casual,Free to Play,Indie",0
1328510,Save Iron Globe,Positive,75.86,"Action,Adventure,Indie",0
1316050,Rainy City: Pandemic,Positive,71.25,"Indie,Simulation",0
903910,Tranzient,Positive,75.1,"Casual,Indie",0
911230,Running Man 3D,Mixed,51.86,"Adventure,Indie,Simulation",0
328310,Logistics Company,Mostly Negative,42.78,Simulation,0
1241950,Warzone 2100,Very Positive,85.36,"Free to Play,Strategy",0
1212450,Mineirinho Shooter DC,Mixed,54.69,"Action,Casual,Indie",0
1208330,Idle Space,Mixed,61.11,"Action,Casual,Indie",0
1162050,Knockout Party,Mixed,61.64,"Action,Casual,Indie,Massively Multiplayer,Sports",0
1123230,HEXTERMINATE,Positive,71.0,"Action,Indie",0
1121000,Bhavacakra Maco,Positive,74.53,"Adventure,Free to Play,Indie,RPG",0
1098150,Trickster VR: Horde Attack!,Mostly Positive,65.85,"Action,Adventure,Indie",0
1096950,Psycho Train,Mixed,60.34,"Adventure,Casual,Indie",0
936630,Garden Variety Body Horror - Rare Import,Positive,75.71,"Adventure,Indie",0
1525650,Solo Fox,Positive,71.63,"Adventure,Indie",0
1538260,Covid Chaos,Mostly Negative,42.83,"Action,Casual,Free to Play",0
1543210,Quest: Escape Room 3,Positive,68.83,Adventure,0
848300,GROW: Wild West,Mixed,59.66,"Casual,Indie",0
1599080,Slow and Steady,Very Positive,83.22,"Casual,Indie",0
311840,Wildlife Park,Mixed,60.32,"Casual,Indie,Simulation,Strategy",0
307030,Fractured Soul,Positive,78.11,"Action,Adventure,Indie",0
302160,The Egyptian Prophecy: The Fate of Ramses,Mixed,55.04,Adventure,0
283330,Desert Thunder,Mixed,42.9,Action,0
11020,TrackMania Nations Forever,Very Positive,87.43,Racing,0
771570,Zombie City,Mostly Positive,64.52,"Violent,Gore,Action,Indie,RPG,Simulation,Strategy",0
2177610,Reality Noclip: The Backrooms,Mostly Positive,65.38,"Action,Adventure,Indie",0
2077430,Vespa's Test,Positive,80.72,"Casual,Indie,Simulation",0
2061440,Oxygen: First Breath,Very Positive,86.77,"Free to Play,Indie,Simulation,Strategy",0
1989140,Tower of Spirit,Positive,78.11,"Indie,RPG,Early Access",0
1839080,The Pointless Car Chase: Refueled,Positive,78.6,"Action,Adventure,Casual,Indie,Racing",0
1761010,The Immaculate Drag,Positive,80.69,"Adventure,Casual,Indie",0
1714270,NRG,Mostly Positive,70.72,"Action,Casual,Free to Play,Indie,Early Access",0
1690210,Sea of Dreams,Positive,76.13,"Adventure,Indie",0
1683720,Hungry Fish,Positive,68.1,"Casual,Indie,Simulation",0
1671390,Ancient Dino Runner,Positive,55.66,"Adventure,Indie,Simulation",0
802070,Cluster Dust,Mostly Positive,63.06,"Action,Casual,Indie",0
1639780,Willage,Positive,72.22,"Adventure,Indie",0
803270,One Bit Arena,Positive,77.3,"Action,Casual,Indie,Sports",0
1633000,Starsation,Mostly Positive,48.11,"Action,Adventure,Casual,Indie,Simulation,Strategy",0
1627820,Universe For Sale - Prologue,Positive,78.95,"Adventure,Casual,Indie",0
618610,Endless Horde,Mixed,63.58,,0
628020,Romance of the Three Kingdoms VI with Power Up Kit,Mixed,54.02,Strategy,0
687490,Trivia Vault: Super Heroes Trivia,Mixed,52.85,"Casual,Indie,Simulation,Strategy",0
1109220,Pencil Fantastic,Positive,66.76,"Casual,Free to Play,Indie,Early Access",0
1268250,GAG,Mostly Positive,68.77,"Adventure,Casual,Indie",0
370800,Fields of Battle,Mixed,64.77,"Action,Sports",0
1256190,Chickduck & Catduck,Positive,72.22,Casual,0
1230930,Inside The Computer,Positive,79.39,"Free to Play,Indie",0
1217610,Pro Player Life,Mostly Positive,68.2,"Casual,Indie,Simulation,Sports",0
1181520,Null & Peta -Invasion of the Queen Bug-,Mostly Positive,71.53,Action,0
1177080,Geometry Hero,Positive,77.4,"Action,Casual,Indie",0
1139200,World left Behind,Positive,73.89,"Action,Adventure,Casual,Indie,RPG",0
1113530,SAMOSBOR 2D,Mixed,43.68,"Action,Indie",0
1745210,Timewell: Trail of Celestes,Positive,72.21,"Action,Indie,RPG,Simulation",0
1097300,Ostrofa,Mixed,59.01,"Action,Adventure,Indie,Massively Multiplayer,Early Access",0
991230,Highway of death,Mixed,61.05,"Indie,Racing",0
1076140,Super Indie Square,Positive,77.77,"Action,Adventure,Casual,Indie",0
1052550,Global Soccer: A Management Game 2019,Mixed,44.34,"Casual,Indie,Simulation,Sports,Strategy",0
1890010,OOZEscape,Positive,75.71,Indie,0
1036820,Marvin The Hatter,Mixed,47.41,"Adventure,Indie",0
1906320,Arena Drift Master,Positive,59.43,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports",0
1948440,Frostbitten,Mixed,55.8,"Action,Adventure,Indie",0
1028110,Cooking Trip,Mixed,62.05,"Casual,Strategy",0
1969280,Automaton Kingdom,Positive,74.93,"Free to Play,Indie,Strategy",0
1017880,The Dark Side,Mixed,59.43,"Adventure,Casual,Indie",0
1976490,ShadowBringer,Very Positive,76.06,"Action,Free to Play",0
1271870,The Jungle,Negative,30.06,"Action,Adventure,Indie,Early Access",0
1275590,Dieselpunk Wars Prologue,Mostly Positive,70.55,"Action,Free to Play,Indie,Simulation",0
1661130,Guardians: Royal Journey,Mixed,58.87,"Action,Adventure,Casual,Free to Play,Indie,Strategy",0
1284150,Danger Zombies,Positive,56.69,"Action,Adventure,Casual,Indie",0
1523350,Rocket Drift,Positive,76.9,"Casual,Racing",0
1572330,Hero of the Demon,Mixed,68.41,"Adventure,Indie,RPG",0
1571160,Lost Scavenger,Mixed,62.3,"Adventure,Indie,RPG,Simulation,Strategy,Early Access",0
2123030,Idle magic herb,Mostly Negative,38.89,"Casual,Indie,RPG,Simulation",0
1563490,Doggone Hungry,Very Positive,85.94,"Casual,Free to Play,Indie",0
1553840,Super Bombinhas,Positive,74.53,"Adventure,Indie",0
1526340,Jetscout: Boot Camp,Positive,76.34,"Adventure,Free to Play,Indie",0
1517490,Peaceful Gunner,Positive,79.05,"Action,Casual,Indie",0
1515980,Kill Demons,Mixed,48.44,"Indie,RPG,Strategy",0
1490680,God Sword,Mixed,42.25,"Massively Multiplayer,RPG",0
1445720,Life of Fly,Positive,78.48,"Casual,Indie,Simulation",0
1427680,Magia X,Mixed,60.04,Action,0
1561750,Mission in Snowdriftland - Snowlogue,Very Positive,82.84,"Action,Adventure,Casual,Free to Play,Indie",0
1394830,LOCIS,Positive,68.75,"Adventure,Indie",0
1596270,Neon Souls,Positive,81.25,Indie,0
1381880,The Square Key,Positive,76.58,"Action,Adventure,Casual,Indie",0
1598010,Wild Dive,Very Positive,83.24,"Action,Adventure,Free to Play,Indie",0
1653870,Hidden Shapes Old West - Jigsaw Puzzle Game,Positive,78.74,"Casual,Indie",0
1373350,Phobos,Mixed,64.36,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",0
1340530,Mr. Prepper: Prologue,Very Positive,80.35,"Action,Adventure,Free to Play,Indie,Simulation",0
1284150,Danger Zombies,Positive,56.69,"Action,Adventure,Casual,Indie",0
998660,Sopwith VR,Very Positive,79.86,"Action,Casual,Free to Play,Simulation,Early Access",0
989340,Aliens Don't Exist,Positive,64.06,"Adventure,Casual,Indie",0
1640810,Maybe Immortal,Mixed,63.85,"Casual,Indie,RPG",0
634200,Tanks vs Aliens,Mixed,70.34,Strategy,0
725040,Ebony Spire: Heresy,Positive,64.38,"Indie,RPG",0
576120,Purgatory II,Mostly Negative,41.59,"Adventure,Indie,Strategy",0
578470,Break Time!,Mixed,58.92,"Action,Casual,Indie,Simulation",0
718960,The Flesh God,Positive,69.91,"Action,Indie",0
713090,Zombie Bloxx,Positive,77.41,"Action,Indie",0
708710,Defend Your Castle,Mixed,56.02,"Action,Casual,Indie,Strategy",0
688660,Her Majesty's Ship,Mixed,49.3,Strategy,0
579150,Riot of the numbers,Mixed,62.03,"Action,Casual,Indie",0
659950,Travel Riddles: Trip To Italy,Mostly Positive,60.95,Casual,0
649450,Deadly Escape,Mixed,61.17,"Action,Indie",0
609850,Slinger VR,Positive,66.09,"Action,Casual,Indie,Simulation",0
1995100,DouDas Danger,Positive,58.55,Indie,0
576590,Puzzle Wishes,Mixed,48.75,"Nudity,Casual,Simulation",0
573550,GoalkeepVr,Positive,70.08,"Action,Simulation,Sports",0
572010,No Way Out,Mostly Negative,42.46,"Action,Adventure,Indie",0
591350,Escape the Mazes,Mostly Positive,64.46,"Casual,Indie",0
572010,No Way Out,Mostly Negative,42.46,"Action,Adventure,Indie",0
564210,Fishermurs,Mixed,59.81,"Action,Indie,Massively Multiplayer",0
555710,Zolg,Mostly Positive,71.11,"Action,Adventure,Indie",0
533330,Shut Eye,Mixed,54.67,"Action,Adventure,Casual,Indie",0
531630,Non-Linear Text Quests,Mostly Positive,68.88,"Adventure,Indie",0
522090,Medieval Defenders,Mostly Negative,39.32,"Casual,Strategy",0
574690,Mr. Triangle's Adventure,Positive,60.17,"Adventure,Indie,RPG",0
726810,Void Cube Runner,Mixed,48.11,"Action,Casual,Indie",0
769940,Fantasy Defense,Mixed,45.45,"Indie,Strategy",0
771130,Sad City 42,Mostly Negative,38.71,"Action,Adventure,Casual,Indie,RPG",0
977340,Skinny,Mixed,54.71,Indie,0
968360,Recursive Pain,Mostly Positive,63.06,"Action,Casual,Indie,Massively Multiplayer,Early Access",0
953610,HOT GIRLS VR,Mixed,46.73,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,Racing,RPG,Simulation,Sports,Strategy",0
914130,ICE AGENT,Mostly Negative,35.24,"Indie,Simulation,Early Access",0
863980,ORIX!,Mixed,58.64,"Adventure,Casual,Indie",0
850250,Dark Matter,Mostly Negative,39.91,"Action,Indie",0
850250,Dark Matter,Mostly Negative,39.91,"Action,Indie",0
2112730,Drag Deal,Mixed,52.78,"Casual,Free to Play,Massively Multiplayer",0
850250,Dark Matter,Mostly Negative,39.91,"Action,Indie",0
841980,Avalon Legends Solitaire 3,Mostly Positive,66.33,"Casual,Indie",0
833030,Hypertrain,Mostly Positive,66.83,"Action,Indie,Racing,Simulation,Strategy",0
826040,Sacred Stones,Positive,72.8,"Action,Indie",0
826040,Sacred Stones,Positive,72.8,"Action,Indie",0
820320,Word Typing Game,Mixed,55.53,"Casual,Indie",0
461400,Massive,Mostly Negative,63.77,"Action,Adventure,Indie",0
484870,Battle Dome,Very Positive,81.83,Action,0
485860,Impossible Quest,Mostly Positive,70.16,"Adventure,Casual,Indie",0
489470,Hide and Secret Treasure of the Ages,Mostly Negative,43.59,"Adventure,Casual,Indie",0
514480,Fantastic Checkers 2,Mixed,40.24,"Casual,Strategy",0
781220,Drakkhen,Mostly Positive,58.49,"Adventure,RPG",0
566550,Rule Your School,Mixed,45.22,"Indie,Simulation",0
1606760,Unlock the Block,Mixed,62.05,"Casual,Indie",0
1670880,Devils Gold,Positive,65.93,RPG,0
521130,Dots eXtreme,Positive,78.16,"Casual,Indie,Strategy",0
1236670,Codename: Terranova,Mixed,63.75,"Action,Casual,Indie,Early Access",0
1455680,BE HUNTED,Mixed,51.1,"Indie,Simulation,Early Access",0
1393100,Block Arena,Mostly Positive,69.33,"Action,Casual,Indie,Early Access",0
1362780,Guildmaster: Gratuitous Subtitle,Positive,72.75,"Indie,Strategy",0
1144450,Rose Riddle: Fairy Tale Detective,Positive,72.22,"Adventure,Casual,Indie",0
1155340,Rescue Team: Evil Genius,Positive,74.0,"Adventure,Casual,Indie",0
1159450,Hayfever,Positive,80.69,"Adventure,Indie",0
1358930,Playing God,Mixed,53.52,Indie,0
1342130,Riders 2491,Mixed,57.17,"Action,Indie",0
1339800,Seeker 2,Positive,74.0,"Action,Adventure,Casual,Indie,Strategy",0
1203460,Koo & Yuu,Positive,80.79,"Casual,Indie",0
1230100,Fantastic Fishing,Mixed,45.52,"Adventure,Casual,Indie",0
928180,Shop Manager : Video Game Tycoon,Mostly Positive,69.86,"Casual,Indie,Simulation,Strategy",0
1154680,The Guise,Mostly Positive,67.65,"Action,Adventure,Indie",0
1101620,Deichgraf,Mostly Positive,71.25,"Indie,Simulation,Strategy,Early Access",0
1097210,WoMen in Science,Mostly Positive,70.67,"Casual,Indie,RPG,Simulation,Early Access",0
1069220,Miniturn,Mostly Positive,61.97,"Casual,Free to Play,Indie,Strategy",0
1208050,Shine's Adventures 3 (Sea Fight),Positive,71.52,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",0
1243560,Vaporwave World,Mostly Positive,68.0,"Action,Casual,Indie,Early Access",0
1303740,Love n Dream,Mostly Positive,73.44,"Casual,Indie",0
1051830,House of Evil 2,Mostly Negative,35.0,"Adventure,Indie",0
1047430,Zulin Time,Mixed,57.18,"Adventure,Free to Play,Indie",0
1044750,Q&A: A Light-Roasted Romance,Mixed,55.14,"Casual,Indie",0
1504490,bridg,Mixed,55.57,"Casual,Free to Play,Indie",0
1512470,Incel Syndrome,Mixed,59.88,"Adventure,Free to Play,Indie,Simulation",0
1592260,Metamorphos,Very Positive,75.41,"Action,Adventure,Free to Play",0
1627520,2236 A.D. Secretary Stories,Mostly Positive,67.9,"Casual,Indie",0
33980,Pound of Ground,Mixed,58.32,Action,0
371880,Collider,Positive,65.65,"Action,Casual,Indie",0
378080,Rack N Ruin,Mostly Positive,69.2,"Action,Adventure,Indie,RPG",0
2126300,Fix My Legs Doc,Positive,62.0,"Casual,Indie,Simulation,Sports",0
2124650,The King's Castle,Positive,64.76,"Adventure,Casual,Indie,Simulation,Strategy",0
380550,Incandescent,Mostly Positive,64.75,"Action,Indie",0
2062930,Owinka Shooter,Overwhelmingly Positive,89.45,"Action,Adventure,Casual,Free to Play,Indie",0
411620,Pane In The Glass,Mixed,57.73,"Action,Casual,Simulation",0
1960710,Simulacrum,Positive,72.42,Action,0
1943740,Arrival of Beasts,Positive,81.86,"Indie,Strategy,Early Access",0
1925910,Raven,Positive,78.3,Casual,0
1911600,Lost Alone Ep.3 - Nonnina,Positive,71.78,"Action,Adventure,Indie,Strategy",0
1884430,Succubus Girl Story,Mostly Positive,70.58,"Casual,Indie",0
1842390,One Day,Positive,74.28,"Action,Casual,Free to Play,Indie",0
1778430,Garda,Mixed,59.0,"Action,Adventure,Free to Play,Indie,Strategy",0
1720800,Nino Maze LOFI II,Positive,78.3,"Casual,Indie,Strategy",0
1655670,Rob Riches,Positive,84.03,"Adventure,Casual,Indie,Strategy",0
1648730,S.O.T.A 2,Mixed,57.9,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Early Access",0
1634830,Keep Trying! Zombie Apocalypse,Mostly Positive,63.65,Action,0
444480,Broken Dreams,Mixed,67.42,"Casual,Indie",0
1143900,Shapeshooter,Mixed,53.0,"Action,Adventure,Casual,Indie",0
1017130,Ikao The Lost Souls,Positive,73.75,"Adventure,Indie",0
913270,We Are Terror: The First Days,Mixed,52.78,Free to Play,0
1128480,Nice Jumper,Very Positive,79.13,"Casual,Free to Play,Indie",0
2143160,Air defenders,Positive,68.97,"Action,Adventure,Indie,Simulation",0
453300,A Healer Only Lives Twice,Very Positive,74.48,"Indie,RPG,Strategy",0
1402580,No Place for the Dissident,Mixed,54.02,"Casual,Indie,Simulation,Strategy",0
370170,Dale Hardshovel HD,Mixed,52.7,"Casual,Indie",0
369310,Monstro: Battle Tactics,Positive,76.62,"Casual,Indie,Strategy",0
357280,Alter World,Mixed,64.26,Indie,0
353340,Dungeon Highway,Positive,69.94,"Action,Indie",0
512640,Final Quest,Mixed,42.86,"Indie,RPG",0
328510,Monsters and Monocles,Mixed,70.27,"Action,Indie,Early Access",0
1451650,Demon Turf: Trials,Very Positive,82.53,"Action,Adventure,Indie",0
265790,Residue: Final Cut,Mostly Positive,57.68,"Adventure,Indie",0
2080560,Fly Tales,Positive,74.99,"Adventure,Casual,Indie,Simulation,Strategy",0
905800,SpaceExile,Mostly Positive,70.68,"Action,Casual,Indie",0
1885090,3D PUZZLE - Modern House,Mostly Positive,54.96,"Action,Adventure,Casual,Indie,Simulation,Strategy",0
1862020,HoverRace,Very Positive,81.69,Racing,0
1793120,Prototype Blocks,Positive,68.0,"Casual,Indie",0
1486050,Let's Learn Shogi,Mostly Positive,65.0,Strategy,0
1766580,Diptych,Positive,72.76,"Adventure,Early Access",0
1714350,Badlands,Negative,35.65,"Action,Indie,Early Access",0
1710810,Legend Of The Ape,Positive,78.11,"Action,Indie",0
1710550,World of bombs,Positive,66.76,"Action,Adventure,Indie,Massively Multiplayer,Sports,Strategy",0
1489400,Fortuito: Lost History,Very Positive,72.06,"Action,Adventure,Indie",0
1690820,Parking Slide,Mostly Positive,67.75,"Casual,Strategy",0
470280,Lost Route,Negative,30.64,"Adventure,Indie,Early Access",0
1381590,Tokyo Re:Connect Prologue,Positive,75.03,"Casual,Indie",0
493620,VR Disc Golf,Mostly Positive,65.93,"Casual,Indie,Sports",0
496550,Noob Squad,Mixed,44.75,"Action,Casual,Indie,Massively Multiplayer",0
1337330,Woden GP,Mostly Positive,71.78,Racing,0
858590,Last Tide,Mixed,61.75,"Action,Indie,Early Access",0
823370,Lucky VS Aliens,Mixed,59.8,"Action,Adventure,Casual,Indie",0
810640,Radiis,Very Positive,80.5,"Indie,Strategy",0
1371810,Bamerang: Warm-Up Duel,Positive,79.65,"Action,Casual,Free to Play,Indie",0
789770,Starena,Mostly Positive,74.37,"Action,Indie",0
789480,AstroBlast VR,Positive,77.41,"Casual,Indie",0
774901,Pure Football 2018,Mixed,55.13,"Simulation,Sports,Early Access",0
755600,Christmas Race,Positive,54.24,"Casual,Indie",0
749670,Spinning Around,Positive,76.85,"Action,Casual,Indie",0
708300,Fluffy Friends,Mostly Positive,69.83,"Casual,Indie",0
694130,My Free Zoo,Mixed,60.35,"Casual,Free to Play,Simulation",0
684040,Logos,Mixed,58.14,"Simulation,Strategy",0
588710,Neighboring Islands,Mixed,69.57,"Adventure,Indie",0
580570,Lethis - Daring Discoverers,Mixed,52.28,"Adventure,Indie",0
556960,Lost Wing,Mostly Positive,70.81,"Action,Indie,Racing",0
552230,Doomsday Survival:Training,Mixed,57.96,"Action,Casual,Indie,Sports",0
547680,Guild Quest,Mixed,65.24,"Casual,Free to Play,Indie,RPG,Simulation,Strategy,Early Access",0
540550,Commercium,Mostly Negative,42.79,"Violent,Action,Casual,Indie,Simulation,Early Access",0
532920,The Artifact,Mixed,61.82,Indie,0
507050,DOGOS,Mixed,62.3,"Action,Indie,Simulation",0
600740,Land Doctrine,Mixed,51.34,"Indie,Strategy",0
497270,MIGHT,Mixed,56.29,"Action,Indie,Massively Multiplayer,Early Access",0
693880,Trivia Vault: 1980's Trivia 2,Mixed,47.66,"Action,Casual,Indie,Simulation,Strategy",0
1791870,Spooky Typing: The Ghost Plague,Positive,73.45,"Casual,Indie",0
1929670,The Witch's Garden,Mixed,47.62,"Casual,Free to Play,Simulation,Strategy",0
989560,NeoGeometry,Mixed,57.76,"Indie,Strategy",0
1904410,Space Piercer,Positive,78.3,"Action,Free to Play,Indie",0
1005870,HYPERFIGHT,Very Positive,84.76,"Action,Free to Play,Indie",0
1876720,Arboreal,Positive,76.9,"Adventure,Indie",0
1876720,Arboreal,Positive,76.9,"Adventure,Indie",0
1876720,Arboreal,Positive,76.9,"Adventure,Indie",0
1868410,Movie Night,Mostly Positive,69.51,"Casual,Free to Play,Early Access",0
1868280,Coins Collector Simulator,Mixed,58.55,"Casual,Racing,Simulation,Sports,Strategy",0
1834550,Dark Flame,Positive,78.3,Casual,0
1013700,Draft Day Sports: College Football 2019,Mixed,57.96,"Indie,Simulation,Sports",0
1479960,Arcus,Positive,81.11,Action,0
1041520,World of Aircraft: Glider Simulator,Mixed,52.05,"Casual,Simulation",0
1043150,Danger Gazers,Mostly Positive,66.21,"Action,Indie",0
1780420,The Quiet Apocalypse,Mixed,57.21,"Adventure,Indie",0
1654050,Nanoscape,Mixed,53.98,"Casual,Free to Play,Simulation",0
1650080,Mysterious Blocks 2,Positive,68.97,"Adventure,Casual,Indie",0
1600530,3D Aim Trainer,Very Positive,83.61,"Action,Adventure,Casual,Free to Play,Indie,Simulation,Early Access",0
1594120,Dangerous! TOO SWEET!!,Positive,75.53,"Casual,Indie",0
1580010,HUMANS CONNECT,Mostly Positive,63.88,"Action,Adventure,Casual,Indie",0
1558630,Limitless Bit,Positive,70.75,"Adventure,Casual,Indie,RPG,Simulation,Strategy",0
1504150,Hello Guest: Hello Neighbor 2 pre-alpha,Very Positive,81.04,"Adventure,Indie,Strategy",0
970400,Our Lovely Escape,Mixed,63.09,Simulation,0
933770,Star Sky 3,Positive,75.12,"Adventure,Casual,Indie,Simulation",0
1997550,Square Journey,Positive,78.3,Casual,0
2067730,Daybreaker VR,Mixed,50.0,"Action,Adventure,Indie,RPG,Simulation,Early Access",0
418280,Retaliation,Mostly Negative,37.03,"Action,Adventure,Indie",0
403200,Legends of Dawn Reborn,Mostly Negative,33.49,"Action,Adventure,Indie,RPG",0
432640,BuriedTown,Mixed,48.39,"Action,Adventure,Indie,RPG,Strategy",0
402170,Puzzle Ball,Mostly Negative,46.65,"Casual,Indie",0
394540,Spaceport Hope,Mostly Positive,72.75,"Action,Adventure,Indie",0
394490,Buildanauts,Mostly Negative,29.31,"Casual,Indie,Simulation,Early Access",0
388910,Sentinels,Positive,76.12,"Action,Indie,Strategy,Early Access",0
357290,Red Lake,Mixed,45.06,"Action,Adventure,Indie",0
346420,The Spatials,Mixed,66.98,"Indie,RPG,Simulation",0
434680,Lamia's Game Room,Mixed,60.91,"Casual,Indie",0
445950,Asher,Positive,72.42,"Action,Adventure,Indie,RPG",0
834180,#CuteSnake 2,Positive,68.19,"Casual,Indie,Simulation",0
311910,DIG IT! - A Digger Simulator,Mixed,59.5,Simulation,0
311860,Data Hacker: Initiation,Mixed,60.95,"Adventure,Indie,RPG,Simulation",0
281560,D.W.A.R.F.S.,Mixed,46.73,Adventure,0
843250,The Last DeadEnd,Mostly Positive,69.68,"Action,Indie",0
847590,Sword of the Black Stone,Positive,65.38,"Action,Adventure,Indie",0
271990,Dreamscape,Positive,73.66,"Adventure,Casual,Indie,RPG,Strategy",0
872700,Jet-Story 2018,Positive,78.48,"Action,Free to Play,Indie",0
885470,Wired,Very Positive,81.05,Indie,0
249930,A-Train 8,Mixed,47.49,Simulation,0
1486030,Hollow Witch,Positive,69.44,"Casual,Indie,Strategy",0
1460310,The Cat Banny,Positive,74.53,Casual,0
473610,Shock Tactics,Mostly Negative,43.65,"RPG,Strategy",0
1314930,Speed Swing,Positive,70.13,Indie,0
1284050,Dissection,Mixed,60.34,"Action,Indie",0
1092710,Hello Neighbor Alpha 1,Very Positive,87.63,"Adventure,Indie,Strategy",0
1013340,brainCloud Bombers,Mixed,55.66,"Action,Casual,Free to Play",0
997430,The Mirum,Mostly Positive,64.07,"Adventure,Indie",0
1314160,Rover Mechanic Simulator: Training Day,Mostly Positive,66.84,"Free to Play,Indie,Simulation",0
969230,Death Space,Mostly Negative,38.51,"Action,Adventure,Indie",0
953370,ZED,Mixed,58.19,"Adventure,Casual,Indie",0
926450,Thibalryn,Mostly Positive,68.1,"Action,Adventure,Free to Play,Indie",0
912370,Mahjong Club,Mostly Positive,67.44,"Casual,Indie,Sports",0
907310,World of Myths,Very Positive,78.25,"Free to Play,Indie,Strategy,Early Access",0
899270,BlamBox,Positive,83.0,"Action,Casual,Indie",0
1454580,Trump VS Covid: Save The World Clicker,Mixed,57.76,"Indie,Simulation,Strategy",0
885380,Need a packet?,Mixed,59.3,Simulation,0
1326700,CHRONOSHOT,Very Positive,81.98,"Action,Casual,Free to Play,Indie,Strategy,Early Access",0
876160,Occupy White Walls,Very Positive,87.71,"Casual,Free to Play,Indie,Massively Multiplayer,Simulation",0
823640,Gnomes Garden Lost King,Mixed,53.32,"Casual,Strategy",0
798380,Debtor,Mostly Positive,68.6,"Action,Adventure,Indie",0
776540,aMAZE Untouchable,Mixed,52.29,"Casual,Indie",0
768840,FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE,Mixed,53.0,"Action,Casual,Free to Play,Indie,Racing",0
730410,Music Band Manager,Mixed,53.3,"Indie,Simulation,Strategy",0
1353830,Horrors of Space,Mixed,60.55,"Action,Adventure,Indie,Early Access",0
727480,Reach Me,Positive,72.9,"Casual,Indie",0
1259890,Northern Tale 5: Revival,Positive,78.44,"Adventure,Simulation,Strategy",0
1219610,Courage and Honor,Mixed,48.96,"Action,Adventure,Indie,Massively Multiplayer,RPG",0
1219320,Pets Sniper Shooting,Positive,75.77,"Action,Adventure,Indie,RPG,Simulation,Strategy",0
1182530,Shadows on the Vatican: Nightingale,Positive,75.77,Adventure,0
1438260,GOLF MONSTER,Positive,68.78,"Adventure,Casual,Indie,Simulation",0
1402400,Arcanbreak,Positive,80.54,Adventure,0
1397620,Flat Earth Simulator,Mixed,62.89,Simulation,0
1608890,VR Europe Tour,Positive,75.71,Casual,0
1046240,Creature Hunt,Mostly Negative,42.97,"Action,Adventure,Indie,Simulation",0
1055620,Minions Battle,Mostly Positive,71.02,"Action,Casual,Indie",0
1081890,BonVoyage!,Positive,74.99,"Adventure,Casual,Indie",0
1388280,Country Discoverer,Positive,78.3,"Action,Casual,Indie",0
1377010,Sanctuary Island,Mixed,59.43,"Indie,RPG,Simulation,Early Access",0
1328050,Tornado Driver,Positive,77.0,"Action,Casual,Indie,Racing",0
1322600,Pizza Bike Rider,Positive,75.36,"Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Sports,Strategy",0
1288930,Hargrave,Very Positive,84.33,"Adventure,Casual,Free to Play,Indie",0
1084350,Fear of Dark,Mixed,56.47,"Action,Adventure,Indie,Massively Multiplayer",0
1261880,Education,Mixed,59.35,Adventure,0
1236760,Rule the Rail!,Mixed,59.0,Simulation,0
1234840,Bone Marrow,Mixed,61.4,"Adventure,Casual,Indie,Strategy",0
964910,Sunshine & Overcast,Mostly Negative,42.82,"Casual,Free to Play,Indie,RPG",0
1087940,Incredible Dracula 3: Family Secret,Positive,80.28,"Adventure,Casual,Indie",0
1169200,Space Bear,Very Positive,90.84,"Adventure,Free to Play,Indie",0
1146890,MMX,Positive,68.8,"Action,Adventure,Indie",0
1122830,Atomorf,Positive,66.25,"Action,Adventure,Casual,Indie",0
432240,UnderDread,Mixed,56.09,"Adventure,Indie",0
395140,Miracle Fly,Positive,77.65,"Action,Indie",0
454750,Aeternum,Positive,67.93,"Action,Indie",0
1963580,The Lizartian,Mostly Positive,64.36,"Action,Adventure,Free to Play,Indie",0
816330,The Council of Hanwell,Mixed,58.44,"Action,Adventure,Indie",0
831100,Brother Perro,Mostly Positive,63.46,"Casual,Free to Play,Indie",0
296220,Farm Frenzy 4,Mostly Positive,75.36,"Adventure,Casual,Strategy",0
305980,Heavy Fire: Afghanistan,Mixed,54.56,Action,0
2010400,Hell Green Blue,Positive,61.11,Indie,0
1991090,Falling Elevator,Positive,61.95,"Action,Adventure,Casual,Indie,Simulation,Strategy",0
397770,Meridian: Age of Invention,Mixed,65.12,Casual,0
